cellId,moduleId,topology,seriesCount,parallelCount,cycle,time,current,voltage,temperature,internalResistanceMOhm,capacityAh,referenceSoc,soh,nominalCapacityAh,sourceDataset,dataProvenance,measurementScope
C048,M4,96S1P,96,1,2,3600,100.2897,3.1974,31.5,0.42559,100.2897,0.0,0.983232,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C049,M5,96S1P,96,1,2,0,100.2297,3.4191,30.5,0.43182,100.2297,100.0,0.982644,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C049,M5,96S1P,96,1,2,1800,100.2297,3.3091,31.4,0.43182,100.2297,50.0,0.982644,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C049,M5,96S1P,96,1,2,3600,100.2297,3.1991,32.3,0.43182,100.2297,0.0,0.982644,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C050,M5,96S1P,96,1,2,0,100.2197,3.4197,30.8,0.43286,100.2197,100.0,0.982546,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C050,M5,96S1P,96,1,2,1800,100.2197,3.3097,31.7,0.43286,100.2197,50.0,0.982546,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C050,M5,96S1P,96,1,2,3600,100.2197,3.1997,32.6,0.43286,100.2197,0.0,0.982546,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C051,M5,96S1P,96,1,2,0,100.2097,3.4203,30.9,0.43491,100.2097,100.0,0.982448,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C051,M5,96S1P,96,1,2,1800,100.2097,3.3103,31.8,0.43491,100.2097,50.0,0.982448,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C051,M5,96S1P,96,1,2,3600,100.2097,3.2003,32.7,0.43491,100.2097,0.0,0.982448,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C052,M5,96S1P,96,1,2,0,100.2097,3.4207,30.8,0.43592,100.2097,100.0,0.982448,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C052,M5,96S1P,96,1,2,1800,100.2097,3.3107,31.7,0.43592,100.2097,50.0,0.982448,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C052,M5,96S1P,96,1,2,3600,100.2097,3.2007,32.6,0.43592,100.2097,0.0,0.982448,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C053,M5,96S1P,96,1,2,0,100.2097,3.421,30.6,0.43794,100.2097,100.0,0.982448,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C053,M5,96S1P,96,1,2,1800,100.2097,3.311,31.5,0.43794,100.2097,50.0,0.982448,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C053,M5,96S1P,96,1,2,3600,100.2097,3.201,32.4,0.43794,100.2097,0.0,0.982448,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C054,M5,96S1P,96,1,2,0,100.2197,3.4211,30.2,0.43994,100.2197,100.0,0.982546,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C054,M5,96S1P,96,1,2,1800,100.2197,3.3111,31.1,0.43994,100.2197,50.0,0.982546,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C054,M5,96S1P,96,1,2,3600,100.2197,3.2011,32.0,0.43994,100.2197,0.0,0.982546,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C055,M5,96S1P,96,1,2,0,100.2397,3.4212,29.8,0.4419,100.2397,100.0,0.982742,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C055,M5,96S1P,96,1,2,1800,100.2397,3.3112,30.7,0.4419,100.2397,50.0,0.982742,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C055,M5,96S1P,96,1,2,3600,100.2397,3.2012,31.6,0.4419,100.2397,0.0,0.982742,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C056,M5,96S1P,96,1,2,0,100.2597,3.4211,29.5,0.44387,100.2597,100.0,0.982938,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C056,M5,96S1P,96,1,2,1800,100.2597,3.3111,30.4,0.44387,100.2597,50.0,0.982938,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C056,M5,96S1P,96,1,2,3600,100.2597,3.2011,31.3,0.44387,100.2597,0.0,0.982938,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C057,M5,96S1P,96,1,2,0,100.2897,3.4211,29.3,0.44581,100.2897,100.0,0.983232,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C057,M5,96S1P,96,1,2,1800,100.2897,3.3111,30.2,0.44581,100.2897,50.0,0.983232,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C057,M5,96S1P,96,1,2,3600,100.2897,3.2011,31.1,0.44581,100.2897,0.0,0.983232,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C058,M5,96S1P,96,1,2,0,100.3196,3.4207,35.8,0.44774,100.3196,100.0,0.983526,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C058,M5,96S1P,96,1,2,1800,100.3196,3.3107,36.7,0.44774,100.3196,50.0,0.983526,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C058,M5,96S1P,96,1,2,3600,100.3196,3.2007,37.6,0.44774,100.3196,0.0,0.983526,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C059,M5,96S1P,96,1,2,0,100.3496,3.4203,36.0,0.44968,100.3496,100.0,0.98382,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C059,M5,96S1P,96,1,2,1800,100.3496,3.3103,36.9,0.44968,100.3496,50.0,0.98382,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C059,M5,96S1P,96,1,2,3600,100.3496,3.2003,37.8,0.44968,100.3496,0.0,0.98382,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C060,M5,96S1P,96,1,2,0,100.3896,3.4198,29.9,0.45159,100.3896,100.0,0.984211,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C060,M5,96S1P,96,1,2,1800,100.3896,3.3098,30.8,0.45159,100.3896,50.0,0.984211,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C060,M5,96S1P,96,1,2,3600,100.3896,3.1998,31.7,0.45159,100.3896,0.0,0.984211,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C061,M6,96S1P,96,1,2,0,100.3996,3.4204,30.7,0.45762,100.3996,100.0,0.984309,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C061,M6,96S1P,96,1,2,1800,100.3996,3.3104,31.6,0.45762,100.3996,50.0,0.984309,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C061,M6,96S1P,96,1,2,3600,100.3996,3.2004,32.5,0.45762,100.3996,0.0,0.984309,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C062,M6,96S1P,96,1,2,0,100.4495,3.4198,31.0,0.45849,100.4495,100.0,0.984799,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C062,M6,96S1P,96,1,2,1800,100.4495,3.3098,31.9,0.45849,100.4495,50.0,0.984799,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C062,M6,96S1P,96,1,2,3600,100.4495,3.1998,32.8,0.45849,100.4495,0.0,0.984799,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C063,M6,96S1P,96,1,2,0,100.4995,3.4191,31.1,0.46036,100.4995,100.0,0.985289,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C063,M6,96S1P,96,1,2,1800,100.4995,3.3091,32.0,0.46036,100.4995,50.0,0.985289,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C063,M6,96S1P,96,1,2,3600,100.4995,3.1991,32.9,0.46036,100.4995,0.0,0.985289,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C064,M6,96S1P,96,1,2,0,100.5594,3.4184,31.0,0.4612,100.5594,100.0,0.985877,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C064,M6,96S1P,96,1,2,1800,100.5594,3.3084,31.9,0.4612,100.5594,50.0,0.985877,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C064,M6,96S1P,96,1,2,3600,100.5594,3.1984,32.8,0.4612,100.5594,0.0,0.985877,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C065,M6,96S1P,96,1,2,0,100.6094,3.4175,30.8,0.46307,100.6094,100.0,0.986366,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C065,M6,96S1P,96,1,2,1800,100.6094,3.3075,31.7,0.46307,100.6094,50.0,0.986366,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C065,M6,96S1P,96,1,2,3600,100.6094,3.1975,32.6,0.46307,100.6094,0.0,0.986366,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C066,M6,96S1P,96,1,2,0,100.6693,3.4168,30.4,0.4639,100.6693,100.0,0.986954,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C066,M6,96S1P,96,1,2,1800,100.6693,3.3068,31.3,0.4639,100.6693,50.0,0.986954,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C066,M6,96S1P,96,1,2,3600,100.6693,3.1968,32.2,0.4639,100.6693,0.0,0.986954,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C067,M6,96S1P,96,1,2,0,100.7393,3.4159,30.0,0.4647,100.7393,100.0,0.98764,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C067,M6,96S1P,96,1,2,1800,100.7393,3.3059,30.9,0.4647,100.7393,50.0,0.98764,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C067,M6,96S1P,96,1,2,3600,100.7393,3.1959,31.8,0.4647,100.7393,0.0,0.98764,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C068,M6,96S1P,96,1,2,0,100.7992,3.4152,29.7,0.46453,100.7992,100.0,0.988227,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C068,M6,96S1P,96,1,2,1800,100.7992,3.3052,30.6,0.46453,100.7992,50.0,0.988227,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C068,M6,96S1P,96,1,2,3600,100.7992,3.1952,31.5,0.46453,100.7992,0.0,0.988227,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C069,M6,96S1P,96,1,2,0,100.8591,3.4144,29.5,0.46536,100.8591,100.0,0.988815,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C069,M6,96S1P,96,1,2,1800,100.8591,3.3044,30.4,0.46536,100.8591,50.0,0.988815,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C069,M6,96S1P,96,1,2,3600,100.8591,3.1944,31.3,0.46536,100.8591,0.0,0.988815,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C070,M6,96S1P,96,1,2,0,100.9291,3.4137,29.5,0.46515,100.9291,100.0,0.989501,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C070,M6,96S1P,96,1,2,1800,100.9291,3.3037,30.4,0.46515,100.9291,50.0,0.989501,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C070,M6,96S1P,96,1,2,3600,100.9291,3.1937,31.3,0.46515,100.9291,0.0,0.989501,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C071,M6,96S1P,96,1,2,0,95.7937,3.371,29.885,0.59462,95.7937,100.0,0.939154,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C071,M6,96S1P,96,1,2,1800,95.7937,3.261,30.785,0.59462,95.7937,50.0,0.939154,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C071,M6,96S1P,96,1,2,3600,95.7937,3.151,31.685,0.59462,95.7937,0.0,0.939154,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C072,M6,96S1P,96,1,2,0,101.049,3.4125,30.1,0.4648,101.049,100.0,0.990676,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C072,M6,96S1P,96,1,2,1800,101.049,3.3025,31.0,0.4648,101.049,50.0,0.990676,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C072,M6,96S1P,96,1,2,3600,101.049,3.1925,31.9,0.4648,101.049,0.0,0.990676,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C073,M7,96S1P,96,1,2,0,101.069,3.4132,30.8,0.46776,101.069,100.0,0.990872,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C073,M7,96S1P,96,1,2,1800,101.069,3.3032,31.7,0.46776,101.069,50.0,0.990872,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C073,M7,96S1P,96,1,2,3600,101.069,3.1932,32.6,0.46776,101.069,0.0,0.990872,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C074,M7,96S1P,96,1,2,0,101.1289,3.4128,31.1,0.46758,101.1289,100.0,0.99146,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C074,M7,96S1P,96,1,2,1800,101.1289,3.3028,32.0,0.46758,101.1289,50.0,0.99146,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C074,M7,96S1P,96,1,2,3600,101.1289,3.1928,32.9,0.46758,101.1289,0.0,0.99146,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C075,M7,96S1P,96,1,2,0,101.1888,3.4126,31.3,0.4664,101.1888,100.0,0.992048,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C075,M7,96S1P,96,1,2,1800,101.1888,3.3026,32.2,0.4664,101.1888,50.0,0.992048,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C075,M7,96S1P,96,1,2,3600,101.1888,3.1926,33.1,0.4664,101.1888,0.0,0.992048,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C076,M7,96S1P,96,1,2,0,101.2388,3.4125,31.2,0.46525,101.2388,100.0,0.992537,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C076,M7,96S1P,96,1,2,1800,101.2388,3.3025,32.1,0.46525,101.2388,50.0,0.992537,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C076,M7,96S1P,96,1,2,3600,101.2388,3.1925,33.0,0.46525,101.2388,0.0,0.992537,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C077,M7,96S1P,96,1,2,0,101.2888,3.4124,30.9,0.46409,101.2888,100.0,0.993027,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C077,M7,96S1P,96,1,2,1800,101.2888,3.3024,31.8,0.46409,101.2888,50.0,0.993027,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C077,M7,96S1P,96,1,2,3600,101.2888,3.1924,32.7,0.46409,101.2888,0.0,0.993027,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C078,M7,96S1P,96,1,2,0,101.3387,3.4126,30.6,0.46194,101.3387,100.0,0.993517,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C078,M7,96S1P,96,1,2,1800,101.3387,3.3026,31.5,0.46194,101.3387,50.0,0.993517,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C078,M7,96S1P,96,1,2,3600,101.3387,3.1926,32.4,0.46194,101.3387,0.0,0.993517,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C079,M7,96S1P,96,1,2,0,101.3787,3.4128,30.2,0.46082,101.3787,100.0,0.993909,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C079,M7,96S1P,96,1,2,1800,101.3787,3.3028,31.1,0.46082,101.3787,50.0,0.993909,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C079,M7,96S1P,96,1,2,3600,101.3787,3.1928,32.0,0.46082,101.3787,0.0,0.993909,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C080,M7,96S1P,96,1,2,0,101.4186,3.4131,29.9,0.45869,101.4186,100.0,0.9943,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C080,M7,96S1P,96,1,2,1800,101.4186,3.3031,30.8,0.45869,101.4186,50.0,0.9943,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C080,M7,96S1P,96,1,2,3600,101.4186,3.1931,31.7,0.45869,101.4186,0.0,0.9943,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C081,M7,96S1P,96,1,2,0,101.4486,3.4136,29.7,0.4566,101.4486,100.0,0.994594,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C081,M7,96S1P,96,1,2,1800,101.4486,3.3036,30.6,0.4566,101.4486,50.0,0.994594,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C081,M7,96S1P,96,1,2,3600,101.4486,3.1936,31.5,0.4566,101.4486,0.0,0.994594,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C082,M7,96S1P,96,1,2,0,101.4686,3.4141,29.7,0.45554,101.4686,100.0,0.99479,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C082,M7,96S1P,96,1,2,1800,101.4686,3.3041,30.6,0.45554,101.4686,50.0,0.99479,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C082,M7,96S1P,96,1,2,3600,101.4686,3.1941,31.5,0.45554,101.4686,0.0,0.99479,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C083,M7,96S1P,96,1,2,0,101.4986,3.4147,29.9,0.45344,101.4986,100.0,0.995084,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C083,M7,96S1P,96,1,2,1800,101.4986,3.3047,30.8,0.45344,101.4986,50.0,0.995084,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C083,M7,96S1P,96,1,2,3600,101.4986,3.1947,31.7,0.45344,101.4986,0.0,0.995084,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C084,M7,96S1P,96,1,2,0,101.5086,3.4154,30.2,0.45141,101.5086,100.0,0.995182,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C084,M7,96S1P,96,1,2,1800,101.5086,3.3054,31.1,0.45141,101.5086,50.0,0.995182,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C084,M7,96S1P,96,1,2,3600,101.5086,3.1954,32.0,0.45141,101.5086,0.0,0.995182,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C085,M8,96S1P,96,1,2,0,101.4786,3.4173,31.0,0.4535,101.4786,100.0,0.994888,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C085,M8,96S1P,96,1,2,1800,101.4786,3.3073,31.9,0.4535,101.4786,50.0,0.994888,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C085,M8,96S1P,96,1,2,3600,101.4786,3.1973,32.8,0.4535,101.4786,0.0,0.994888,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C086,M8,96S1P,96,1,2,0,101.4886,3.4181,31.3,0.45147,101.4886,100.0,0.994986,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C086,M8,96S1P,96,1,2,1800,101.4886,3.3081,32.2,0.45147,101.4886,50.0,0.994986,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C086,M8,96S1P,96,1,2,3600,101.4886,3.1981,33.1,0.45147,101.4886,0.0,0.994986,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C087,M8,96S1P,96,1,2,0,101.4886,3.419,31.4,0.44946,101.4886,100.0,0.994986,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C087,M8,96S1P,96,1,2,1800,101.4886,3.309,32.3,0.44946,101.4886,50.0,0.994986,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C087,M8,96S1P,96,1,2,3600,101.4886,3.199,33.2,0.44946,101.4886,0.0,0.994986,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C088,M8,96S1P,96,1,2,0,101.4786,3.4198,31.4,0.44748,101.4786,100.0,0.994888,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C088,M8,96S1P,96,1,2,1800,101.4786,3.3098,32.3,0.44748,101.4786,50.0,0.994888,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C088,M8,96S1P,96,1,2,3600,101.4786,3.1998,33.2,0.44748,101.4786,0.0,0.994888,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C089,M8,96S1P,96,1,2,0,101.4686,3.4207,31.1,0.4455,101.4686,100.0,0.99479,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C089,M8,96S1P,96,1,2,1800,101.4686,3.3107,32.0,0.4455,101.4686,50.0,0.99479,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C089,M8,96S1P,96,1,2,3600,101.4686,3.2007,32.9,0.4455,101.4686,0.0,0.99479,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C090,M8,96S1P,96,1,2,0,101.4486,3.4215,30.8,0.44355,101.4486,100.0,0.994594,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C090,M8,96S1P,96,1,2,1800,101.4486,3.3115,31.7,0.44355,101.4486,50.0,0.994594,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C090,M8,96S1P,96,1,2,3600,101.4486,3.2015,32.6,0.44355,101.4486,0.0,0.994594,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C091,M8,96S1P,96,1,2,0,101.4286,3.4223,30.4,0.44261,101.4286,100.0,0.994398,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C091,M8,96S1P,96,1,2,1800,101.4286,3.3123,31.3,0.44261,101.4286,50.0,0.994398,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C091,M8,96S1P,96,1,2,3600,101.4286,3.2023,32.2,0.44261,101.4286,0.0,0.994398,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C092,M8,96S1P,96,1,2,0,101.3987,3.423,30.0,0.44068,101.3987,100.0,0.994104,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C092,M8,96S1P,96,1,2,1800,101.3987,3.313,30.9,0.44068,101.3987,50.0,0.994104,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C092,M8,96S1P,96,1,2,3600,101.3987,3.203,31.8,0.44068,101.3987,0.0,0.994104,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C093,M8,96S1P,96,1,2,0,101.3687,3.4237,29.9,0.43976,101.3687,100.0,0.993811,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C093,M8,96S1P,96,1,2,1800,101.3687,3.3137,30.8,0.43976,101.3687,50.0,0.993811,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
C093,M8,96S1P,96,1,2,3600,101.3687,3.2037,31.7,0.43976,101.3687,0.0,0.993811,102.0,pack-consistency-demo-derived,deterministic-engineering-pack-simulation,multi-cell-cycle-pack-demo
